-0.795253098,1.455208540,0.064035878,-2.394334555
0.097283244,0.579516709,0.581084251,-2.080886126
-0.708379149,-0.055156119,0.632983148,-0.257922679
1.819738030,0.556062877,-0.375378400,-1.456242681
1.235620856,-0.024806425,-0.259390324,1.503569484
-1.700651288,-0.426978886,-0.558037460,0.312717974
1.110397935,-2.233141422,0.473251253,-1.286715746
0.349784672,-1.696020007,-0.039372344,0.881847262
-1.353253245,1.452127934,-0.240633905,-0.718139827
-0.192417085,0.069062978,0.620506883,-1.544332743
1.303341746,-1.151838183,0.030806828,0.465180665
0.428291440,-0.310535610,-0.441448241,-1.770302773
0.122426406,-0.755393803,-0.731464624,-0.276369452
-1.920028925,-0.330926090,1.009796381,1.483433962
0.220702186,-0.280005842,0.264089018,1.711644650
0.905564606,-2.015895128,-0.305644214,1.186890483
0.681043506,-1.044450521,0.013370014,-1.046567678
-0.180430070,-2.161944866,1.792841196,1.218572974
-0.329890400,-0.039216571,-0.329205275,-0.301361203
-0.751743615,-0.281423509,-0.288867444,-0.793868423
-1.289843559,0.367892206,0.174042314,-2.017531395
0.399359614,-0.987288058,0.286862165,0.506112039
1.451524258,0.102314666,-2.368187904,-0.593858421
0.047405813,-0.654921770,-0.395344973,0.693219721
-1.754629731,0.355225801,-2.712112427,1.941569924
0.154222116,0.507934093,-2.164741993,0.467458069
-0.445223123,-0.066184521,0.676382899,-0.125483885
1.169314742,1.118580222,-1.665700197,-1.299178481
0.528475463,-0.013386917,-0.858982384,0.940192759
-1.344863296,0.276269943,-0.688902795,0.279263020
0.329006463,-0.009209856,0.819412291,0.383487344
-0.257081509,-0.285514712,0.428196400,1.358331084
0.190410599,-0.059819292,0.916969180,1.918332219
0.260892451,-0.847911060,-0.025779141,-0.115134537
-0.682671010,-0.220030487,-0.942003369,0.099488325
0.058087245,-0.006965245,-1.057132483,0.918993413
-1.674639463,-1.300050497,-0.530590534,0.636155844
0.025051286,-0.313365310,0.010171889,0.441963375
-1.517150879,-2.368367195,0.304315239,-2.183831453
-0.908110321,0.948592544,-0.334025860,0.322058856
-0.262383193,-2.178833008,-0.984826684,1.616853952
-0.125966892,-1.220376015,-0.826070011,0.922951758
-0.451984823,-1.290221214,-1.680760741,-1.138854384
-1.416882634,-0.054196663,0.346292228,1.057533860
-0.710891604,-0.181395143,1.489387035,-2.338495255
0.099664338,0.630619407,-0.000884272,-0.304239452
0.048898306,-0.111810498,-0.859702468,-0.491859823
0.897625685,-2.034430504,0.626650929,-0.559748530
-0.191153318,1.010394335,-0.039912056,-0.017664682
-0.568470836,-1.799834967,0.619176269,-0.243796721
1.033325076,-0.737751782,-0.638682008,-0.817080975
0.739075601,1.206003070,0.494981110,-0.767423034
-0.052333251,-0.568412781,0.278694779,-0.566596746
0.674925804,-0.095408365,1.410385489,-0.558522344
-0.735436440,-0.529548347,0.102930449,0.061468478
1.843581915,1.299667001,0.663164258,0.884220481
0.575045526,0.140843302,-2.575374126,-1.493757963
0.895074546,-1.017222166,-0.793635964,0.244100466
-0.034167215,-0.119391628,-0.358296186,0.480235845
-0.938377798,1.123314619,-0.676852703,-1.303164244
0.649160743,-1.023122668,2.052581072,-1.326162934
0.216605872,-0.971352220,-0.622841120,0.635968387
0.799399614,0.307936996,1.915691733,-0.060168240
-0.237644792,0.525688469,0.405636638,1.090315580
-0.952263176,-0.689433396,-0.163533434,0.259917855
1.245453119,1.098965764,0.161335975,0.262914985
-0.195418045,-2.076579571,-0.244395077,1.055943608
0.413928628,2.066647768,0.072298899,1.189399362
0.376227796,-2.715054989,0.647286236,-0.481053233
-0.109952189,0.386445761,-0.472039968,-0.326818198
-0.890164375,0.038540736,0.830284238,1.062044144
-0.645070910,-0.311663240,0.221450418,1.386031508
-0.375022322,-0.346033067,-1.251133084,-1.981998563
-1.636875033,0.562085330,2.473655701,-0.337504536
-0.193614542,1.684539080,-0.090955205,0.331632197
-0.731903732,-0.160044327,-1.544950604,-0.945447206
1.272560358,2.205242157,0.370238036,1.284296393
0.737874568,1.067340493,-0.083248742,0.998706460
-1.441172719,-1.397684097,0.952795446,-1.098937750
-1.298557997,0.249457970,1.409847140,0.672964334
-0.514869809,1.226590633,0.163715944,0.431769162
0.321896851,-0.568612576,-1.046799302,0.165228158
0.091088556,0.403074235,1.869938493,1.824783802
-1.983802199,1.828967094,-0.750986934,-2.031663895
1.144320369,-1.580674767,0.413320184,-1.559514046
-0.053401671,0.127816632,-0.681045294,-0.640064538
-2.229924440,1.485577583,-0.795502543,0.778620839
0.057364918,-1.123218060,0.175863057,-0.615023196
-0.077456459,-1.383784175,1.325111866,-1.466199636
-0.813614249,-0.055335760,-0.224061608,-1.470669746
0.334964871,-0.119007096,-0.142610207,0.082218528
1.418963075,-1.196177006,-0.055101145,0.698157609
0.715508044,0.905630052,-1.363720298,-0.182767838
1.252682328,-0.981341541,-0.151117012,-1.669916391
-0.331537038,-0.289503902,-0.882157683,0.422275305
-0.265707344,0.762374938,-0.166726813,1.746487737
-0.237036750,-0.308500707,0.012080578,-0.892949998
-0.868951559,1.001978993,0.712644815,-0.974763036
1.218865752,-1.971162558,-2.132374287,0.818677247
-1.203827739,-0.412808836,-0.008716562,-0.515677691
-0.205937952,-0.737409472,0.134475648,1.171396017
-0.550488591,-0.910754025,0.083729081,-0.775097370
